project_name,address,city,zip,latitude,longitude,total_units,affordable_units,family_units_estimate,status,expected_year,source
STEPHENS CREEK CROSSING,6715 SW 26TH AVE,Portland,97219,45.4750695296098,-122.704267187759,122.0,122.0,122.0,in_service,2014.0,Metro RLIS Affordable Housing
HOLLYWOOD EAST,4400 NE BROADWAY ST,Portland,97213,45.53484857444,-122.617722988491,286.0,286.0,4.0,in_service,1969.0,Metro RLIS Affordable Housing
PEACEFUL VILLA,4626 SE CLINTON ST,Portland,97206,45.5028396323135,-122.614694271312,70.0,70.0,8.0,in_service,1948.0,Metro RLIS Affordable Housing
DEKUM COURT,7003 NE 27TH AVE,Portland,97211,45.5733425303649,-122.639464317442,38.0,38.0,38.0,in_service,1971.0,Metro RLIS Affordable Housing
TAMARACK,4021 N ALASKA ST,Portland,97203,45.5894547791069,-122.708364128637,117.0,117.0,69.0,in_service,1968.0,Metro RLIS Affordable Housing
SELLWOOD CENTER,1724 SE TENINO ST,Portland,97202,45.4634068043878,-122.646438473118,110.0,109.0,,in_service,1971.0,Metro RLIS Affordable Housing
SCHRUNK RIVERVIEW TOWER,8820 N SYRACUSE ST,Portland,97203,45.5904950382882,-122.758049893422,116.0,116.0,,in_service,1971.0,Metro RLIS Affordable Housing
WILLIAMS PLAZA,2041 NW EVERETT ST,Portland,97209,45.5251062312997,-122.693345979205,100.0,100.0,,in_service,1972.0,Metro RLIS Affordable Housing
CARLTON COURT,5249 NE KILLINGSWORTH ST,Portland,97218,45.5631622078545,-122.608475711469,24.0,24.0,24.0,in_service,1974.0,Metro RLIS Affordable Housing
GALLAGHER PLAZA,2140 NW KEARNEY ST,Portland,97210,45.5289073238386,-122.695517258954,85.0,84.0,,in_service,1981.0,Metro RLIS Affordable Housing
ELIOT SQUARE,2500 N WILLIAMS AVE,Portland,97212,45.5404340989969,-122.665390542321,29.0,29.0,29.0,in_service,1978.0,Metro RLIS Affordable Housing
MEDALLION APARTMENTS,1969 NW JOHNSON ST,Portland,97209,45.528698789683,-122.691937801002,88.0,88.0,2.0,in_service,1965.0,Metro RLIS Affordable Housing
HAROLD LEE VILLAGE,4023 SE 112TH AVE,Portland,97266,45.4929809539848,-122.548860629813,10.0,10.0,10.0,in_service,1994.0,Metro RLIS Affordable Housing
FLORESTA,12530 SE FOSTER RD,Portland,97236,45.4770993546198,-122.533737750445,20.0,20.0,20.0,in_service,2006.0,Metro RLIS Affordable Housing
MAPLE MALLORY,3723 NE GARFIELD AVE,Portland,97212,45.5501648825025,-122.663135032374,47.0,47.0,24.0,in_service,1949.0,Metro RLIS Affordable Housing
BEL PARK,1001 N BLANDENA ST,Portland,97217,45.5570666236227,-122.677287106507,10.0,10.0,,in_service,1955.0,Metro RLIS Affordable Housing
WINCHELL COURT,7850 N INTERSTATE AVE,Portland,97217,45.5804701305121,-122.681558257098,10.0,10.0,2.0,in_service,1964.0,Metro RLIS Affordable Housing
POWELLHURST WOODS,11200 SE HOLGATE BLVD,Portland,97266,45.488541543583,-122.547894395777,32.0,32.0,32.0,in_service,1981.0,Metro RLIS Affordable Housing
HUNTERS RUN,12745 SE POWELL BLVD,Portland,97236,45.4978771608434,-122.53183075955,10.0,10.0,10.0,in_service,1994.0,Metro RLIS Affordable Housing
CAMELIA COURT,2601 N LOMBARD ST,Portland,97217,45.5772489687358,-122.693600659249,14.0,14.0,,in_service,1943.0,Metro RLIS Affordable Housing
CORA PARK APARTMENTS,4207 SE 37TH AVE,Portland,97217,45.4922528929569,-122.625522114662,10.0,10.0,10.0,in_service,1967.0,Metro RLIS Affordable Housing
ALDERWOOD,17225 SE ALDER ST,Portland,97233,45.5181180656793,-122.485620714365,20.0,20.0,20.0,in_service,1981.0,Metro RLIS Affordable Housing
CHATEAU APARTMENTS,1910 SE STARK ST,Portland,97214,45.5190183558283,-122.646200174579,10.0,10.0,10.0,in_service,1980.0,Metro RLIS Affordable Housing
NEAHKAHNIE HOUSE,8501 SE STEPHENS ST,Portland,97206,45.5094712132436,-122.575924944087,8.0,8.0,,in_service,1995.0,Metro RLIS Affordable Housing
PIONEER ABODES,220 SE 106TH AVE,Portland,97216,45.5207069261949,-122.553495061672,10.0,9.0,4.0,in_service,2006.0,Metro RLIS Affordable Housing
EASTGATE STATION,134 NE 120TH AVE,Portland,97220,45.5235603886991,-122.538773517285,61.0,60.0,,in_service,2010.0,Metro RLIS Affordable Housing
CLIFFORD APARTMENTS,527 SE MORRISON,Portland,97214,45.5174546173716,-122.660023709488,88.0,88.0,,in_service,1911.0,Metro RLIS Affordable Housing
MIRAFLORES,8901 N NEWELL AVE,Portland,97203,45.5873695539082,-122.732924097449,32.0,31.0,,in_service,2009.0,Metro RLIS Affordable Housing
BROADWAY VANTAGE APARTMENTS,8340 NE BROADWAY ST,Portland,97220,45.5346412210853,-122.577481984625,58.0,57.0,,in_service,2008.0,Metro RLIS Affordable Housing
ESPERANZA COURT,3601 SE 27TH AVE,Portland,97214,45.49695839175,-122.638881722453,70.0,69.0,,in_service,2008.0,Metro RLIS Affordable Housing
SHAVER GREEN,375 NE SHAVER ST,Portland,97212,45.5523798451402,-122.661901207706,85.0,84.0,,in_service,2009.0,Metro RLIS Affordable Housing
PATTON PARK APARTMENTS,5272 N INTERSTATE AVE,Portland,97217,45.5605162873274,-122.681989482143,54.0,54.0,,in_service,2009.0,Metro RLIS Affordable Housing
RAMONA APARTMENTS,1550 NW 14TH AVE,Portland,97209,45.5337849214852,-122.685041415842,138.0,138.0,,in_service,2011.0,Metro RLIS Affordable Housing
SANDY APARTMENTS,11401 NE SANDY BLVD,Portland,97220,45.5583976056907,-122.545090939197,15.0,14.0,,in_service,1949.0,Metro RLIS Affordable Housing
JIM AND SALLES PLACE,7531 SE STEELE ST,Portland,97206,45.4846034551533,-122.584810656683,17.0,17.0,,in_service,1973.0,Metro RLIS Affordable Housing
BRIDGE MEADOWS NORTH PORTLAND,4221 N WILLIS BLVD,Portland,97203,45.5847244276462,-122.710776652515,36.0,27.0,,in_service,2011.0,Metro RLIS Affordable Housing
BELLROSE STATION,7901 SE 92ND AVE,Portland,97266,45.4658446824206,-122.569681740639,40.0,39.0,,in_service,1971.0,Metro RLIS Affordable Housing
BRIARWOOD EAST APARTMENTS,3302 SE 122ND AVE,Portland,97236,45.4982143746441,-122.53723138318,22.0,22.0,,in_service,1974.0,Metro RLIS Affordable Housing
CAMELIA,13145 SE DIVISION ST,Portland,97227,45.504971983991,-122.527637943811,29.0,29.0,,in_service,1972.0,Metro RLIS Affordable Housing
COUNTRY VIEW APARTMENTS,15810 NE SANDY BLVD,Portland,97230,45.5491173691345,-122.498908789588,24.0,24.0,,in_service,1990.0,Metro RLIS Affordable Housing
HOLMAN HOUSE,2619 N HOLMAN ST,Portland,97227,45.5683209106328,-122.693828685467,5.0,5.0,,in_service,2000.0,Metro RLIS Affordable Housing
NATHANIEL'S WAY,11106 E BURNSIDE ST,Portland,97215,45.5222858205865,-122.548947339842,4.0,4.0,,in_service,1999.0,Metro RLIS Affordable Housing
PERRY'S HOUSE,5903 N MARYLAND AVE,Portland,97217,45.5656527306456,-122.68147682783,20.0,20.0,,in_service,1992.0,Metro RLIS Affordable Housing
QUEAHPAMA HEIGHTS,6244 N COLUMBIA WAY,Portland,97203,45.5935655537416,-122.729406966295,26.0,26.0,,in_service,1973.0,Metro RLIS Affordable Housing
HUMBOLDT GARDEN APARTMENTS,444 N SUMNER ST,Portland,97217,45.5600396961572,-122.669287153658,130.0,129.0,,in_service,2008.0,Metro RLIS Affordable Housing
YWCA TRANSITIONAL HOUSING EXPANSION,1111 SW 10TH AVE,Portland,97205,45.5170546749122,-122.684057191913,8.0,8.0,,in_service,1958.0,Metro RLIS Affordable Housing
MARTHA WASHINGTON,1115 SW 11TH AVE,Portland,97205,45.5174179517913,-122.685030501869,108.0,107.0,,in_service,1923.0,Metro RLIS Affordable Housing
MADRONA STUDIOS - CONDO B,10 N WEIDLER ST,Portland,97227,45.533867885064,-122.667133108804,44.0,44.0,,in_service,1997.0,Metro RLIS Affordable Housing
GROUP HOME BURNSIDE,55 NE 148TH AVE,Portland,97230,45.5231749611257,-122.510977095004,1.0,1.0,,in_service,1955.0,Metro RLIS Affordable Housing
ASH STREET COURTYARD,12026 SE ASH ST,Portland,97216,45.5208765659833,-122.538988519742,47.0,47.0,,in_service,2010.0,Metro RLIS Affordable Housing
SE HOLGATE,10922 SE HOLGATE BLVD,Portland,97266,45.4894645558411,-122.550348966251,3.0,3.0,,in_service,1960.0,Metro RLIS Affordable Housing
SNOWBERRY,117 SE 151ST AVE,Portland,97233,45.5213929802289,-122.508390815806,27.0,27.0,,in_service,2013.0,Metro RLIS Affordable Housing
GLISAN COMMONS PHASE I,555 NE 100TH AVE,Portland,97220,45.5267971596377,-122.56100155854,67.0,67.0,,in_service,2014.0,Metro RLIS Affordable Housing
D STREET SALAL APARTMENTS,17199 SE DIVISION ST,Portland,97236,45.5051124620997,-122.486169046377,84.0,84.0,,in_service,2015.0,Metro RLIS Affordable Housing
BEECH STREET APARTMENTS,3650 NE MALLORY AVE,Portland,97212,45.5491488013078,-122.66313519476,47.0,47.0,,in_service,2014.0,Metro RLIS Affordable Housing
FIRLAND APARTMENTS,8012 SE RAYMOND AVE,Portland,97206,45.4862282956074,-122.58045453915,20.0,19.0,,in_service,1973.0,Metro RLIS Affordable Housing
GREENVIEW TERRACE,620 SE 148TH AVE,Portland,97233,45.5182271023281,-122.509728460365,32.0,31.0,,in_service,1963.0,Metro RLIS Affordable Housing
THE ABIGAIL,1616 NW 13TH AVE,Portland,97209,45.5346769172276,-122.684095897948,155.0,127.0,,in_service,2015.0,Metro RLIS Affordable Housing
HOLLYWOOD APARTMENTS,4111 NE BROADWAY ST,Portland,97232,45.535337685949,-122.621068652019,47.0,10.0,,in_service,2013.0,Metro RLIS Affordable Housing
BURNSIDE STATION APARTMENTS,10610 E BURNSIDE ST,Portland,97216,45.5222149566708,-122.554111897133,21.0,5.0,,in_service,2004.0,Metro RLIS Affordable Housing
GLISAN COMMONS PHASE II,610 NE 99TH AVE,Portland,97220,45.5267971596377,-122.56100155854,60.0,60.0,,in_service,2015.0,Metro RLIS Affordable Housing
WILMORE APARTMENTS,4357 N WILLIAMS AVE,Portland,97217,45.555132608916,-122.667092456506,75.0,14.0,,in_service,2015.0,Metro RLIS Affordable Housing
GRAYS LANDING,0650 SW LOWELL ST,Portland,97216,45.4935497143173,-122.671249342135,209.0,209.0,,in_service,2012.0,Metro RLIS Affordable Housing
8923 SE ELLIS BIG 11,8923 SE ELLIS ST,Portland,97266,45.4824728665007,-122.570261293422,1.0,1.0,,in_service,1941.0,Metro RLIS Affordable Housing
ALDER ROYAL APARTMENTS,16124 SE ALDER ST,Portland,97233,45.5170211056414,-122.497355739064,75.0,35.0,,in_service,1971.0,Metro RLIS Affordable Housing
THE ALBERT,3532 N WILLIAMS AVE,Portland,97227,45.5491039826703,-122.666380732576,72.0,18.0,,in_service,2011.0,Metro RLIS Affordable Housing
LETTING OWINGS CENTER,2545 NE FLANDERS ST,Portland,97232,45.5260688594453,-122.63946301004,56.0,56.0,,in_service,1915.0,Metro RLIS Affordable Housing
RAVEN APARTMENTS,340 SE 148TH AVE,Portland,97233,45.5201858949552,-122.509940396058,36.0,8.0,,in_service,2004.0,Metro RLIS Affordable Housing
THE MAGNOLIA,3250 NE MARTIN LUTHER KING BLVD,Portland,97212,45.5469468742584,-122.661298424037,50.0,49.0,,in_service,2013.0,Metro RLIS Affordable Housing
LIFEWORKS,200 NE BEECH ST,Portland,97212,45.5494780622901,-122.663613605805,57.0,57.0,,in_service,2014.0,Metro RLIS Affordable Housing
S & P APARTMENTS,6923 N FESSENDEN ST,Portland,97203,45.5935505544617,-122.734538752383,6.0,6.0,,in_service,2014.0,Metro RLIS Affordable Housing
41 AT TILLAMOOK APARTMENTS,4110 NE TILLAMOOK ST,Portland,97212,45.537550752466,-122.620612743268,47.0,10.0,,in_service,2013.0,Metro RLIS Affordable Housing
BLANCHET HOUSE,314 NW GLISAN ST,Portland,97209,45.5264613059657,-122.673806258626,42.0,42.0,,in_service,2012.0,Metro RLIS Affordable Housing
JOHNSON CREEK DUPLEX - P# 044,7940 SE 72ND AVE,Portland,97206,45.4657478600665,-122.588569394175,2.0,2.0,,in_service,2001.0,Metro RLIS Affordable Housing
INTERSTATE GROUP BIG 11,8240 N INTERSTATE AVE,Portland,97217,45.582665691386,-122.681935789003,1.0,1.0,,in_service,1926.0,Metro RLIS Affordable Housing
ERICKSON FRITZ APARTMENTS,9 NW 2ND AVE,Portland,97209,45.5234900219335,-122.672685091774,62.0,52.0,,in_service,1912.0,Metro RLIS Affordable Housing
KEHILLAH HOUSING,6000 SW BEAVERTON HILLSDALE HWY,Portland,97221,45.4866750918887,-122.738659596163,14.0,14.0,,in_service,2013.0,Metro RLIS Affordable Housing
PRESCOTT BLOCK APARTMENTS,4312 N INTERSTATE AVE,Portland,97217,45.5549865446395,-122.681606575973,155.0,31.0,,in_service,2014.0,Metro RLIS Affordable Housing
THE LOUISA,123 NW 12TH AVE,Portland,97209,45.5239940983447,-122.68366152847,242.0,24.0,,in_service,2002.0,Metro RLIS Affordable Housing
SKY3 APARTMENTS,1101 SW JEFFERSON ST,Portland,97201,45.5165036033625,-122.685497283119,196.0,39.0,,in_service,2015.0,Metro RLIS Affordable Housing
ST MARY ETHIOPIAN ORTHODOX,7715 SE 92ND AVE,Portland,97266,45.4673022891717,-122.569011794881,,,,in_service,1971.0,Metro RLIS Affordable Housing
MACDONALD CENTER WEST,121 NW 6TH AVE,Portland,97209,45.5241891178858,-122.676762519247,42.0,42.0,,in_service,2012.0,Metro RLIS Affordable Housing
5403 N MISSISSIPPI AVE,5403 N MISSISSIPPI AVE,Portland,97217,45.561998904001,-122.676186603079,2.0,2.0,,in_service,1909.0,Metro RLIS Affordable Housing
GLENDOVEER WOODS APARTMENTS,333 NE 146TH AVE,Portland,97230,45.5245405866544,-122.513531872695,112.0,20.0,,in_service,2014.0,Metro RLIS Affordable Housing
8735 N WOOLSEY AVE,8735 N WOOLSEY AVE,Portland,97203,45.5859248430232,-122.71376771561,1.0,1.0,,in_service,1909.0,Metro RLIS Affordable Housing
THE YARDS AT UNION STATION PHASE S,701 NW NAITO PKWY,Portland,97209,45.5292612091294,-122.675608667633,56.0,18.0,,in_service,2002.0,Metro RLIS Affordable Housing
THE YARDS AT UNION STATION PHASE C,615 NW NAITO PKWY,Portland,97209,45.5278685485395,-122.673285981707,80.0,80.0,,in_service,2013.0,Metro RLIS Affordable Housing
4302 NE 12TH AVE,4302 NE 12TH AVE,Portland,97211,45.5546685746826,-122.653456098784,2.0,2.0,,in_service,1914.0,Metro RLIS Affordable Housing
GRANT STREET,11819 SE GRANT ST,Portland,97216,45.5067229771696,-122.541390624559,5.0,5.0,,in_service,1962.0,Metro RLIS Affordable Housing
RUSSELL HOUSE,16122 NE RUSSELL ST,Portland,97230,45.541384773805,-122.496196368793,5.0,5.0,,in_service,1990.0,Metro RLIS Affordable Housing
171ST DRIVE,3010 SE 171ST DR,Portland,97236,45.5007380266687,-122.486959281999,4.0,4.0,,in_service,1960.0,Metro RLIS Affordable Housing
KRAMER APARTMENTS,303 N BEECH ST,Portland,97227,45.5496770350153,-122.669339251797,4.0,4.0,,in_service,1929.0,Metro RLIS Affordable Housing
KERNLODGE I,3820 SE 26TH AVE,Portland,97202,45.4952136007258,-122.639247925984,5.0,5.0,,in_service,1994.0,Metro RLIS Affordable Housing
KERNLODGE II,3923 SE 69TH AVE,Portland,97206,45.4940598945153,-122.592497024324,5.0,5.0,,in_service,1994.0,Metro RLIS Affordable Housing
CHASE STREET,9126 N CHASE AVE,Portland,97217,45.5890975300581,-122.704039184178,5.0,5.0,,in_service,1999.0,Metro RLIS Affordable Housing
MADISON HOUSE,9352 SE MADISON ST,Portland,97216,45.5127981204674,-122.566469620138,5.0,5.0,,in_service,1999.0,Metro RLIS Affordable Housing
HAWTHORNE HOUSE,9355 SE HAWTHORNE BLVD,Portland,97216,45.5124853284259,-122.56649687296,5.0,5.0,,in_service,1999.0,Metro RLIS Affordable Housing
TAYLOR HOUSE,9350 SE TAYLOR ST,Portland,97216,45.5149831158951,-122.566379065758,5.0,5.0,,in_service,1999.0,Metro RLIS Affordable Housing
VINE MAPLE,177 SE 146TH AVE,Portland,97233,45.5212275922473,-122.513922924916,148.0,148.0,,in_service,2017.0,Metro RLIS Affordable Housing
FERN GROVE APARTMENTS,14232 E BURNSIDE,Portland,97233,45.522123156924,-122.516638849176,33.0,33.0,,in_service,2015.0,Metro RLIS Affordable Housing
CHARLOTTE B. RUTHERFORD PLACE,6905 N INTERSTATE,Portland,97217,45.5728932065655,-122.682508454216,51.0,51.0,,in_service,2018.0,Metro RLIS Affordable Housing
STARK STREET APARTMENTS,12613 SE STARK ST,Portland,97233,45.5194231675632,-122.532123490161,155.0,153.0,,in_service,2017.0,Metro RLIS Affordable Housing
WOODY GUTHRIE PLACE,5728 SE 91ST ST,Portland,97266,45.4811286209195,-122.56954835796,64.0,63.0,,in_service,2019.0,Metro RLIS Affordable Housing
OLIVER STATION,9202 SE FOSTER AVE,Portland,97266,45.4791929645783,-122.56768375107,145.0,126.0,,in_service,2018.0,Metro RLIS Affordable Housing
HELENSVIEW,5406 NE 64TH AVE,Portland,97218,45.5622202087,-122.597410052576,21.0,0.0,,in_service,2016.0,Metro RLIS Affordable Housing
ARGYLE APARTMENTS,2133 N ARGYLE ST,Portland,97217,45.5848889017325,-122.687431389701,189.0,189.0,,in_service,2019.0,Metro RLIS Affordable Housing
72FOSTER,7150 SE FOSTER RD,Portland,97206,45.4863063489936,-122.589703440694,101.0,101.0,,in_service,2018.0,Metro RLIS Affordable Housing
BLOCK 45,1029 NE GRAND AVE,Portland,97232,45.5304346612375,-122.660319590081,240.0,240.0,,in_service,2019.0,Metro RLIS Affordable Housing
124TH AND ASH,12350 E BURNSIDE ST,Portland,97207,45.5219961388767,-122.535544772341,175.0,175.0,,in_service,2019.0,Metro RLIS Affordable Housing
GENERATIONS,8510 SE STEELE ST,Portland,97266,45.4847862500965,-122.575660937837,40.0,40.0,,in_service,2016.0,Metro RLIS Affordable Housing
NEW MEADOWS,8710 N DANA AVE,Portland,97203,45.5856485744572,-122.712206517113,15.0,14.0,,in_service,2018.0,Metro RLIS Affordable Housing
GREEN TREE COURT,2405 SE 142ND AVE,Portland,97233,45.504625298851,-122.517796230765,11.0,11.0,,in_service,1974.0,Metro RLIS Affordable Housing
NEW COLUMBIA,4605 N TRENTON ST,Portland,97203,45.5903118937737,-122.715695576122,554.0,554.0,,in_service,2007.0,Metro RLIS Affordable Housing
VANCOUVER AVENUE APARTMENTS,3956 N VANCOUVER AVE,Portland,97227,45.5516209639332,-122.667612457116,87.0,17.0,,in_service,2018.0,Metro RLIS Affordable Housing
THE ROSE APARTMENTS,9700 NE EVERETT CT,Portland,97220,45.5250066802728,-122.562880788538,90.0,36.0,,in_service,2015.0,Metro RLIS Affordable Housing
ST FRANCIS PARK,1177 SE STARK ST,Portland,97214,45.5196621235407,-122.654086640308,106.0,105.0,,in_service,2017.0,Metro RLIS Affordable Housing
HAZELWOOD PLAZA,252 NE 102ND AVE,Portland,97220,45.5247124908385,-122.557866324352,61.0,25.0,,in_service,2018.0,Metro RLIS Affordable Housing
HILL PARK APARTMENTS,110 SW ARTHUR ST,Portland,97201,45.5034664302235,-122.679099268265,39.0,39.0,,in_service,2017.0,Metro RLIS Affordable Housing
MIRACLES CENTRAL,1306 NE 2ND AVE,Portland,97232,45.5324405653442,-122.663366686211,47.0,46.0,,in_service,2016.0,Metro RLIS Affordable Housing
YARD/BLOCK 57,33 NE 3RD AVE,Portland,97232,45.5233344924385,-122.663214876959,284.0,57.0,,in_service,2015.0,Metro RLIS Affordable Housing
NORTH HOLLOW APARTMENTS,1511 SW TAYLOR ST,Portland,97205,45.5203584712087,-122.688236485511,121.0,24.0,,in_service,2018.0,Metro RLIS Affordable Housing
105 BURNSIDE APARTMENTS,10506 E BURNSIDE ST,Portland,97216,45.52221969746,-122.554891714724,51.0,51.0,,in_service,2018.0,Metro RLIS Affordable Housing
ARRIS APARTMENTS,878 N FREMONT ST,Portland,97227,45.547614018712,-122.675085523056,152.0,30.0,,in_service,2017.0,Metro RLIS Affordable Housing
BLOCK 8L (AKA 38 DAVIS),38 NW DAVIS ST,Portland,97209,45.5242752009888,-122.67079952037,65.0,18.0,,in_service,2017.0,Metro RLIS Affordable Housing
JUNIPER APARTMENTS,420 NE 147TH AVE,Portland,97233,45.5259584589458,-122.511514669561,44.0,44.0,,in_service,2020.0,Metro RLIS Affordable Housing
HUCKLEBERRY APARTMENTS,220 SE 143RD AVE,Portland,97233,45.5206672808005,-122.515054368501,60.0,,,in_service,2020.0,Metro RLIS Affordable Housing
PORTSMOUTH UNION CHURCH,4775 N LOMBARD,Portland,97203,45.5803430578297,-122.717462880437,20.0,20.0,,in_service,2021.0,Metro RLIS Affordable Housing
DOUGLAS FIR APARTMENTS,6485 SW 128TH AVE,Portland,97236,45.4758319419579,-122.532658850669,15.0,15.0,,in_service,2021.0,Metro RLIS Affordable Housing
115TH AT DIVISION ST,11514 SE DIVISION ST,Portland,97266,45.5037585936965,-122.545956220116,138.0,138.0,,in_service,2022.0,Metro RLIS Affordable Housing
THE VERA,2065 S RIVER PKWY,Portland,97201,45.5068105943179,-122.674486626507,203.0,176.0,,in_service,2021.0,Metro RLIS Affordable Housing
LOUSA FLOWERS,515 NE HOLLADAY ST,Portland,97232,45.5304346612375,-122.660319590081,,,,in_service,2019.0,Metro RLIS Affordable Housing
KING AND PARK APARTMENTS,6445 NE MARTIN LUTHER KING BLVD,Portland,97211,45.5694413061087,-122.661758097523,,,,in_service,2020.0,Metro RLIS Affordable Housing
OLIN TOWNHOMES,7513 N OLIN AVE,Portland,97203,45.5799885628888,-122.716495687565,12.0,12.0,,in_service,2020.0,Metro RLIS Affordable Housing
RENAISSANCE COMMONS,2133 N ARGYLE ST,Portland,97217,45.5848941703218,-122.687979567937,189.0,189.0,,in_service,2020.0,Metro RLIS Affordable Housing
SONGBIRD APARTMENTS,2156 N WILLIAMS AVE,Portland,97227,45.5385078744532,-122.666221541364,61.0,60.0,,in_service,2020.0,Metro RLIS Affordable Housing
HollywoodHUB,1827 NE 42nd Ave,Portland,97213,45.5362762,-122.6200321,222.0,222.0,100.0,in_development,2027.0,PHB construction page; BRIDGE Housing groundbreaking 2025-01
Barbur Apartments,SW Barbur Blvd & SW Capitol Hill Rd,Portland,97219,45.4555,-122.7091,150.0,149.0,103.0,in_development,2027.0,PHB/Metro Bond Q1 2025; groundbreaking Dec 2025
Broadway Corridor Affordable Housing,751 NW Hoyt St,Portland,97209,45.527362,-122.6795774,230.0,230.0,62.0,funded,2028.0,PHB 2024-08; Home Forward/Urban League; $37.5M Metro Bond + $4.5M RDTIF
Williams & Russell Affordable Apartments,N Russell St & N Williams Ave,Portland,97227,45.5447,-122.6758,85.0,85.0,40.0,in_development,2028.0,Prosper Portland; groundbreaking 2025-02; 30-60% AMI
Williams & Russell Townhomes,N Russell St & N Williams Ave,Portland,97227,45.5447,-122.6758,20.0,20.0,20.0,in_development,2027.0,Williams & Russell CDC; PHB news 2026-03 (20 affordable ownership townhomes)
chaku kumtuks haws (PCC Killingsworth),4317 NE Killingsworth St,Portland,97211,45.5628736,-122.6190255,84.0,84.0,60.0,in_development,2025.0,PHB construction page; Home Forward/PCC; 45 2BR + 15 3BR
Glisan Landing / Aldea at Glisan Landing,7450 NE Glisan St,Portland,97213,45.5262385,-122.5864849,137.0,137.0,70.0,in_development,2025.0,PHB; BRIDGE/Our Just Future; Aldea opened 2025-03
Julia West House,1115 SW 11th Ave,Portland,97205,45.5174662,-122.6849371,90.0,90.0,0.0,in_development,2025.0,PHB; Community Development Partners; 90u PSH BIPOC/elders
Paramount Apartments,253 N Broadway,Portland,97227,45.5353648,-122.6689536,66.0,65.0,0.0,in_development,2025.0,PHB news 2025-06; PHB acquisition (TIF)
Acqua Apartments,2615 S Water Ave,Portland,97201,45.5042473,-122.6769018,100.0,100.0,0.0,in_development,2025.0,PHB news 2025-06; College Housing NW acquisition (TIF)
Kenton Commons,N Interstate Ave & N Kilpatrick St,Portland,97217,45.5858,-122.6819,30.0,30.0,30.0,in_development,2026.0,Habitat Portland Region; PHB N/NE Preference; affordable ownership
True North Townhomes,NE 148th Ave & NE Carey Blvd,Portland,97230,45.5473,-122.5012,50.0,50.0,50.0,funded,2028.0,PHB construction page; Habitat; 50 2-4BR ownership
Hazel Ying Lee Apartments,3000 SE Powell Blvd,Portland,97202,45.4964172,-122.634278,206.0,206.0,100.0,in_development,2025.0,Home Forward; Metro Bond; Creston-Kenilworth; opened Spring 2024
Mississippi Avenue PSH (OHCS 2025),N Mississippi Ave (TBD),Portland,97227,45.5447,-122.6758,50.0,50.0,0.0,funded,2028.0,OHCS 2025 award: $4.6M PSH Dev Cap + $2M 9% LIHTC
Path Home Family Village Housing,6220 SE 92nd Ave,Portland,97266,45.4779191,-122.5684992,30.0,30.0,30.0,funded,2028.0,OHCS 2025 award: $6.634M PSH Dev Cap + $2M 9% LIHTC
Garfield Street,N Garfield Ave (TBD),Portland,97217,45.5858,-122.6819,50.0,50.0,25.0,funded,2028.0,OHCS Oct 2025 HSC packet: $10.74M LIFT + OAHTC
Shortstack Mississippi,3325 N Michigan Ave,Portland,97227,45.5470664,-122.676751,36.0,36.0,28.0,in_development,2026.0,OHCS July 2025 HSC packet; Shortstack Housing; 20 3BR + 8 2BR + 8 1BR
Gooseberry Trails,SW Capitol Hill Rd (ex Greater Portland Bible Church),Portland,97219,45.4555,-122.7091,52.0,52.0,52.0,proposed,2029.0,Habitat Portland Region; 52 affordable homes 2029
Killingsworth & Rodney Habitat Homes,NE Killingsworth St & NE Rodney Ave,Portland,97211,45.5692,-122.6413,4.0,4.0,4.0,proposed,2027.0,Habitat Portland Region; construction fall 2026
Legin Commons,12220 SE Division St,Portland,97236,45.5040061,-122.5373307,80.0,80.0,50.0,in_development,2026.0,Our Just Future (Human Solutions); SE Portland family
Modera Morrison (IH-restricted units),1130 SE Morrison St,Portland,97214,45.516844,-122.6544305,247.0,11.0,10.0,in_development,2025.0,Portland Inclusionary Housing Unit List (Oct 2024)
73Foster,7330 SE Foster Rd,Portland,97206,45.4855889,-122.5874714,64.0,64.0,29.0,in_development,2026.0,PHB news 2025-06 fin close; REACH CDC; 29 family + 22 PSH
Jamii Court,10450 SW Barbur Blvd,Portland,97219,45.449905,-122.7276304,96.0,96.0,47.0,in_development,2027.0,PHB news 2025-11 fin close; CPAH; 47 family + 15 PSH
OMSI District Affordable (1701 SW Water),1701 SW Water Ave,Portland,97201,45.4901706,-122.6770327,100.0,100.0,40.0,proposed,2029.0,Prosper Portland OMSI District; Edlen & Co. / Hacienda CDC filing 2025-06
Related NW / Centro Cultural Central Eastside,Central Eastside URA (TBD),Portland,97214,45.5163,-122.6416,159.0,159.0,80.0,proposed,2029.0,Related Northwest; design 2026; construction Apr 2027; 159u family/senior
The Clifford,2230 SE 11th Ave,Portland,97214,45.5069523,-122.6546089,88.0,88.0,0.0,in_development,2026.0,PHB construction page; IHI; 88 studios; 67 PSH total
Splash Apartments (IH-restricted),875 NE 27th Ave,Portland,97232,45.5290349,-122.6384703,219.0,22.0,5.0,in_development,2025.0,Portland Inclusionary Housing; Security Properties; Oct 2024 opening
Russell Street Apartments (IH-restricted),2605 NE 7th Ave,Portland,97212,45.5413978,-122.6587128,154.0,16.0,4.0,permitted,2026.0,Portland Inclusionary Housing; Deacon Development
